iter	Accuracy	MultiClass
184	0.999015748	-0.02331143977
185	0.999015748	-0.02320031294
186	0.999015748	-0.02297254247
187	0.999015748	-0.02282715595
188	0.999015748	-0.02262926978
189	0.999015748	-0.02249546752
190	0.999015748	-0.02238438824
191	0.999015748	-0.02221285202
192	0.999015748	-0.02207050674
193	0.999015748	-0.02195068419
194	0.999343832	-0.01647457739
195	0.999343832	-0.01634479633
196	0.999343832	-0.01614659477
197	0.999343832	-0.01609424906
198	0.999343832	-0.01598452646
199	0.999343832	-0.01586165265
200	0.999343832	-0.01575431423
201	0.999343832	-0.01568129932
202	0.999343832	-0.01550696841
203	0.999343832	-0.01542872331
204	0.999343832	-0.01538885046
205	0.999343832	-0.01531536873
206	0.999343832	-0.01520989385
207	0.999343832	-0.01514624423
208	0.999343832	-0.01507315423
209	0.999343832	-0.01499989152
210	0.999343832	-0.01493911918
211	0.999343832	-0.0148191452
212	0.999343832	-0.0147784163
213	0.999343832	-0.01465581659
214	0.999343832	-0.01457558029
215	0.999343832	-0.01452514693
216	0.999343832	-0.0144329021
217	0.999343832	-0.01428693361
218	0.999343832	-0.01424276672
219	0.999343832	-0.01420727302
220	0.999343832	-0.01411209457
221	0.999343832	-0.01406645712
222	0.999343832	-0.01402037288
223	0.999343832	-0.01397074176
224	0.999343832	-0.01386505412
225	0.999343832	-0.01371594552
226	0.999343832	-0.01365666252
227	0.999343832	-0.01359092782
228	0.999343832	-0.01352343096
229	0.999343832	-0.01348552429
230	0.999343832	-0.01344090309
231	0.999343832	-0.01335659553
232	0.999343832	-0.01329081328
233	0.999343832	-0.01324435982
234	0.999343832	-0.01320059343
235	0.999343832	-0.0131632512
236	0.999343832	-0.01311641853
237	0.999343832	-0.01307377227
238	0.999343832	-0.01299121311
239	0.999343832	-0.01286877359
240	0.999343832	-0.0128193227
241	0.999343832	-0.01275885074
242	0.999343832	-0.01269715477
243	0.999343832	-0.01263839742
244	0.999343832	-0.01258769123
245	0.999343832	-0.01251891154
246	0.999343832	-0.0124846506
247	0.999343832	-0.01244133727
248	0.999343832	-0.01237266771
249	0.999343832	-0.01231510308
250	0.999343832	-0.01226958077
251	0.999343832	-0.01220705503
252	0.999343832	-0.0121738992
253	0.999343832	-0.01213248195
254	0.999343832	-0.0120917543
255	0.999343832	-0.01207559816
256	0.999343832	-0.01204634213
257	0.999343832	-0.01201716245
258	0.999343832	-0.01199095393
259	0.999343832	-0.01196815336
260	0.999343832	-0.01194060318
261	0.999343832	-0.01191377389
262	0.999343832	-0.01187211385
263	0.999343832	-0.01184643598
264	0.999343832	-0.01176426605
265	0.999343832	-0.01174951288
266	0.999343832	-0.01170502059
267	0.999343832	-0.01165199405
268	0.999343832	-0.01160142803
269	0.999343832	-0.01156012217
270	0.999343832	-0.01150847357
271	0.999343832	-0.01146537926
272	0.999343832	-0.01141401351
273	0.999343832	-0.01132623292
274	0.999343832	-0.01126310644
275	0.999343832	-0.01123493175
276	0.999343832	-0.01119361337
277	0.999343832	-0.01112971469
278	0.999343832	-0.01106986974
279	0.999343832	-0.01100238915
280	0.999343832	-0.01096278038
281	0.999343832	-0.0109210152
282	0.999343832	-0.01087078084
283	0.999343832	-0.01083918944
284	0.999343832	-0.01081319869
285	0.999343832	-0.01077396413
286	0.999343832	-0.01070687402
287	0.999343832	-0.01069160897
288	0.999343832	-0.01067555295
289	0.999343832	-0.01066250563
290	0.999343832	-0.01064278135
291	0.999343832	-0.01061474307
292	0.999343832	-0.01057239843
293	0.999343832	-0.01055717969
294	0.999343832	-0.01053234536
295	0.999343832	-0.010485355
296	0.999343832	-0.01044439018
297	0.999343832	-0.01041896888
298	0.999343832	-0.01040815181
299	0.999343832	-0.01037179516
300	0.999343832	-0.01034320934
301	0.999343832	-0.0103088827
302	0.999343832	-0.01029605753
303	0.999343832	-0.01025709831
304	0.999343832	-0.01021968599
305	0.999343832	-0.01019115773
306	0.999343832	-0.01017469559
307	0.999343832	-0.01014871485
308	0.999343832	-0.01008722037
309	0.999343832	-0.01003503361
310	0.999343832	-0.01001380122
311	0.999343832	-0.009999670069
312	0.999343832	-0.009967633745
313	0.999343832	-0.00990607169
314	0.999343832	-0.009888840473
315	0.999343832	-0.009853827985
316	0.999343832	-0.009826735874
317	0.999343832	-0.009807398313
318	0.999343832	-0.00979111326
319	0.999343832	-0.009759518105
320	0.999343832	-0.009701408426
321	0.999343832	-0.00962921891
322	0.999343832	-0.009603256941
323	0.999343832	-0.009572612958
324	0.999343832	-0.009535092381
325	0.999343832	-0.009499892788
326	0.999343832	-0.009480508294
327	0.999343832	-0.009455649559
328	0.999343832	-0.009422824765
329	0.999343832	-0.009385953112
330	0.999343832	-0.009352350485
331	0.999343832	-0.009317178426
332	0.999343832	-0.009282762297
333	0.999343832	-0.009239290643
334	0.999343832	-0.009215824247
335	0.999343832	-0.009177399433
336	0.999343832	-0.009163123103
337	0.999343832	-0.00912268143
338	0.999343832	-0.009107087854
339	0.999343832	-0.009085774735
340	0.999343832	-0.009046019532
341	0.999343832	-0.009031783877
342	0.999343832	-0.008996185668
343	0.999343832	-0.008990456739
344	0.999343832	-0.008965527917
345	0.999343832	-0.008929329594
346	0.999343832	-0.008902937096
347	0.999343832	-0.008878726659
348	0.999343832	-0.008841198573
349	0.999343832	-0.008791505508
350	0.999343832	-0.00876501226
351	0.999343832	-0.008716504405
352	0.999343832	-0.008681505058
353	0.999343832	-0.008646114605
354	0.999343832	-0.00860525742
355	0.999343832	-0.008583075105
356	0.999343832	-0.008540788035
357	0.999343832	-0.008501821928
358	0.999343832	-0.008481133328
359	0.999343832	-0.008449425535
360	0.999343832	-0.008405520221
361	0.999343832	-0.008387595024
362	0.999343832	-0.008369937031
363	0.999343832	-0.008342831154
364	0.999343832	-0.008328062969
365	0.999343832	-0.008293890265
366	0.999343832	-0.008252946723
367	0.999343832	-0.008221895989
368	0.999343832	-0.008206322437
369	0.999343832	-0.008176665919
370	0.999343832	-0.008159663734
371	0.999343832	-0.008136681059
372	0.999343832	-0.00811136864
373	0.999343832	-0.008092803905
374	0.999343832	-0.008078978131
375	0.999343832	-0.008060661827
376	0.999343832	-0.0080298007
377	0.999343832	-0.008017770887
378	0.999343832	-0.007975556406
379	0.999343832	-0.007949635738
380	0.999343832	-0.007931428944
381	0.999343832	-0.007900466443
382	0.999343832	-0.007867714864
383	0.999343832	-0.007857400914
384	0.999343832	-0.007844191524
385	0.999343832	-0.007819690104
386	0.999343832	-0.007792678092
387	0.999343832	-0.007768979536
388	0.999343832	-0.007735809942
389	0.999343832	-0.00771749927
390	0.999343832	-0.007696860731
391	0.999343832	-0.007669684142
392	0.999343832	-0.007653156291
393	0.999343832	-0.007628766258
394	0.999343832	-0.007605765435
395	0.999343832	-0.007586807091
396	0.999343832	-0.007572812358
397	0.999343832	-0.007552788326
398	0.999343832	-0.007527357637
399	0.999343832	-0.007505732258
400	0.999343832	-0.007474341105
401	0.999343832	-0.00744910065
402	0.999343832	-0.007443999994
403	0.999343832	-0.007423910256
404	0.999343832	-0.007410500619
405	0.999343832	-0.007389216285
406	0.999343832	-0.007353266393
407	0.999343832	-0.007340269765
408	0.999343832	-0.007331236141
409	0.999343832	-0.007320261377
410	0.999343832	-0.007305109595
411	0.999343832	-0.007283178214
412	0.999343832	-0.007261562848
413	0.999343832	-0.007240545718
414	0.999343832	-0.007220775124
415	0.999343832	-0.007201157217
416	0.999343832	-0.007172470643
417	0.999343832	-0.00714941976
418	0.999343832	-0.007138811071
419	0.999343832	-0.00713391692
420	0.999343832	-0.007121650566
421	0.999343832	-0.007083004228
422	0.999343832	-0.007067510775
423	0.999343832	-0.007041436794
424	0.999343832	-0.007027803756
425	0.999015748	-0.007696480889
426	0.999015748	-0.007681593807
427	0.999015748	-0.007669953224
428	0.999015748	-0.007658900238
429	0.999015748	-0.007643583253
430	0.999015748	-0.007625773197
431	0.999015748	-0.007609501286
432	0.999015748	-0.007593333878
433	0.999015748	-0.007576364858
434	0.999015748	-0.007549485509
435	0.999015748	-0.007535433206
436	0.999015748	-0.007509648956
437	0.999015748	-0.007496035318
438	0.999015748	-0.007484757681
439	0.999015748	-0.00746816913
440	0.999015748	-0.007458256924
441	0.999015748	-0.007448102546
442	0.999015748	-0.007425716856
443	0.999015748	-0.007413197064
444	0.999015748	-0.007390106131
445	0.999015748	-0.007384923499
446	0.999015748	-0.007372894312
447	0.999015748	-0.007357387092
448	0.999015748	-0.007339797308
449	0.999015748	-0.007329614769
450	0.999015748	-0.00731528963
451	0.999015748	-0.007296802491
452	0.999015748	-0.007276005632
453	0.999015748	-0.007255133056
454	0.999015748	-0.007249986093
455	0.999015748	-0.007240373006
456	0.999015748	-0.007226913307
457	0.999015748	-0.007209572579
458	0.999015748	-0.007185740734
459	0.998687664	-0.007857144974
460	0.998687664	-0.007846461193
461	0.998687664	-0.007833589093
462	0.998687664	-0.007824581126
463	0.998687664	-0.007811376116
464	0.998687664	-0.007795727472
465	0.998687664	-0.007785056833
466	0.998687664	-0.007776929325
467	0.998687664	-0.007750399157
468	0.998687664	-0.007740267931
469	0.998687664	-0.007721188187
470	0.998687664	-0.007700152285
471	0.998687664	-0.007684202645
472	0.998687664	-0.00766588196
473	0.998687664	-0.007657304523
474	0.998687664	-0.007650727675
475	0.998687664	-0.007640384939
476	0.998687664	-0.00761663507
477	0.998687664	-0.007610347953
478	0.998687664	-0.007594592928
479	0.998687664	-0.007586085577
480	0.998687664	-0.007571941286
481	0.998687664	-0.007560682422
482	0.998687664	-0.007548704548
483	0.998687664	-0.007539734127
484	0.998687664	-0.007534123468
485	0.998687664	-0.007519452904
486	0.998687664	-0.007507858001
487	0.998687664	-0.007496005281
488	0.9983595801	-0.008164502817
489	0.9983595801	-0.008147784105
490	0.9983595801	-0.008132774373
491	0.9983595801	-0.008118692033
492	0.9983595801	-0.008106363101
493	0.9983595801	-0.008095748155
494	0.9983595801	-0.008087011773
495	0.9983595801	-0.008080292874
496	0.9983595801	-0.008066774979
497	0.9983595801	-0.008060388991
498	0.9983595801	-0.008035917608
499	0.9983595801	-0.008032967725
500	0.9983595801	-0.008020986722
501	0.9983595801	-0.008012528807
502	0.9983595801	-0.008004824946
503	0.9983595801	-0.007999038446
504	0.9983595801	-0.0079904535
505	0.9983595801	-0.007981061935
506	0.9983595801	-0.007973237926
507	0.9983595801	-0.007963161143
508	0.9983595801	-0.007955741382
509	0.9983595801	-0.007950862249
510	0.9983595801	-0.007942075804
511	0.9983595801	-0.007931855094
512	0.9983595801	-0.007925695635
513	0.9983595801	-0.007903542106
514	0.9983595801	-0.007897588525
515	0.9983595801	-0.007878247834
516	0.9983595801	-0.007865182997
517	0.9983595801	-0.007861633626
518	0.9983595801	-0.007844725932
519	0.9983595801	-0.007829685537
520	0.9983595801	-0.007823738839
521	0.9983595801	-0.007814234636
522	0.9983595801	-0.007804898139
523	0.9983595801	-0.007800380702
524	0.9983595801	-0.007793639901
525	0.9983595801	-0.0077867971
526	0.9983595801	-0.007777053853
527	0.9983595801	-0.007774875546
528	0.9983595801	-0.007766772443
529	0.9983595801	-0.007759713751
530	0.9983595801	-0.007749714564
531	0.9983595801	-0.007745157702
532	0.9983595801	-0.00773932865
533	0.9983595801	-0.007733719243
534	0.9983595801	-0.007730425186
535	0.9980314961	-0.008408153464
536	0.9980314961	-0.008400927066
537	0.9980314961	-0.008396522892
538	0.9980314961	-0.008392609949
539	0.9980314961	-0.008388772098
540	0.9980314961	-0.008383605737
541	0.9980314961	-0.008378936237
542	0.9980314961	-0.008371742379
543	0.9980314961	-0.008362641172
544	0.9980314961	-0.008357201974
545	0.9980314961	-0.008346919313
546	0.9980314961	-0.008338299949
547	0.9980314961	-0.00833310355
548	0.9980314961	-0.008329012263
549	0.9980314961	-0.008320055609
550	0.9980314961	-0.008317246525
551	0.9980314961	-0.008315864823
552	0.9980314961	-0.008309865561
553	0.9980314961	-0.00829936388
554	0.9977034121	-0.008974270558
555	0.9977034121	-0.008967900839
556	0.9977034121	-0.008960221383
557	0.9977034121	-0.008949877396
558	0.9977034121	-0.008946612751
559	0.9977034121	-0.008937634195
560	0.9977034121	-0.008926679456
561	0.9977034121	-0.008919530027
562	0.9977034121	-0.008914858025
563	0.9977034121	-0.0089099451
564	0.9977034121	-0.008905723652
